1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Last Update,Year,Sub Region,BU,Cluster,Country,Category,Range,Campaign,Playb ID,MX ID,CDU Naming,Burst,Media,Media Subtype,PM Type,Initial Date,End Date,Duration (W),Duration (D),Initial Month (num),Initial Month,End Month,Total Budget,Q1,Q2,Q3,Q4,Budget Check,Total WOA,W Off Air,Total TRPs,Total R1+,Total R3+,NS vs WM,Medium vs Campaign Budget,Medium vs Range Buget,Campaign vs Range Budget,Campaign vs Category Budget,Range vs Category Budget,Count Unique Campaigns,Similarity Index,Bgt Unique Cmps,Count Similar Campaigns,Bgt Similar Cmp,Similarity Check,is Q1?,SIX excl Q1,Sum of Sim Campaign Budget,Biggest Budget for the Sim Cmpn (cluster),Country Flag,Lead Country,Media Lead,Country + BU,Category Leads,// Q1,// Q2,// Q3,// Q4,Sort Media Subtype,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Face Care,Luminous 630,Sirena,GL051,,Sirena,1,Digital,PM & FF,Full Funnel Advanced,1-May-25,31-Oct-25,26,183,5,May,Oct, 804 , -   , 268 , 402 , 134 , TRUE ,,,,89%,,,54%,58%,46%,26%,55.5%, 0.46 , 0.14 , 804.37 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Face Cleansing,Micellar,Micellar Melange,GL011,,Melange ,1,Digital,PM & FF,Full Funnel Advanced,1-Apr-25,30-Sep-25,26,182,4,Apr,Sep, 197 , -   , 98 , 98 , -   , TRUE ,,,,78%,,,100%,71%,5%,5%,92.4%, 0.46 , 1.00 , 196.62 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 1 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Face Cleansing,Micellar,Micellar Siri,GL012,,Siri,1,TV,Open TV,Non PM,1-Jan-25,28-Feb-25,8,58,1,Jan,Feb, 159 , 159 ,,,, TRUE ,,, 919 ,80%,65%,,36%,25%,25%,23%,92.4%, -   , 0.20 , -   , 0.14 , 158.89 , 5.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 2 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Face Cleansing,Micellar,Micellar Siri,GL012,,Siri,1,Digital,PM & FF,Full Funnel Advanced,1-Jan-25,30-Jun-25,26,180,1,Jan,Jun, 197 , 98 , 98 ,,, TRUE ,,, -   ,,,,45%,71%,25%,23%,92.4%, -   , 0.20 , -   , 0.14 , 196.62 , 5.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Face Cleansing,Micellar,Micellar Siri 2.0,GL055,,Claro - Derma Skin Clear Rework,1,TV,Open TV,Non PM,1-Jul-25,30-Aug-25,9,60,7,Jul,Aug, 278 ,,, 278 ,, TRUE ,,, -   ,,,,23%,25%,70%,65%,92.4%, 0.46 , 0.25 , 278.05 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , -   , 2 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Face Cleansing,Micellar,Micellar Siri 2.0,GL055,,Claro - Derma Skin Clear Rework,1,Digital,PM & FF,Full Funnel Advanced,1-Jul-25,30-Dec-25,26,182,7,Jul,Dec, 953 ,,, 477 , 477 , TRUE ,,, -   ,,,,77%,71%,70%,65%,92.4%, 0.46 , 0.25 , 953.33 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Hand Body,Milk,Body Milk 5 in 1,GL003,,NOLI,1,Digital,PM & FF,Full Funnel Advanced,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar, 104 , 104 , -   ,, -   , TRUE ,,,,63%,,,80%,80%,100%,26%,25.7%, -   , 0.17 , -   , 0.20 , 104.27 , 6.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Hand Body,Milk,Body Milk 5 in 1,GL003,,NOLI,2,Digital,PM & FF,Full Funnel Advanced,1-Oct-25,30-Dec-25,13,90,10,Oct,Dec, 214 ,,,, 214 , TRUE ,,, -   ,79%,,,80%,80%,100%,26%,25.7%, -   , 0.17 , -   , 0.20 , 214.50 , 6.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Hand Body,Crème,Crème,GL060,,Creme Sustainability Pilot (Round 2),1,Digital,PM & FF,Full Funnel Advanced,1-Jan-25,28-Feb-25,8,58,1,Jan,Feb, 68 , 68 , -   , -   ,, TRUE ,,,,52%,,,85%,85%,100%,10%,10.4%, -   , 0.17 , -   , 0.20 , 67.53 , 1.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Hand Body,Crème,Crème,GL060,,Creme Sustainability Pilot (Round 2),2,Digital,PM & FF,Full Funnel Advanced,1-Nov-25,30-Dec-25,8,59,11,Nov,Dec, 70 ,,,, 70 , TRUE ,,, -   ,52%,,,85%,85%,100%,10%,10.4%, -   , 0.17 , -   , 0.20 , 69.51 , 1.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Hand Body,Ozonio,Ozonio,GL061,,,1,Digital,PM & FF,Full Funnel Advanced,1-Jun-25,31-Aug-25,13,91,6,Jun,Aug, 447 , 149 , 298 , -   , -   , TRUE ,,,,84%,,,100%,100%,100%,14%,13.6%, 0.46 , 1.00 , 446.87 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 1 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Hand Body,Luminous 630,Polaris,GL009,,Polaris,1,Digital,PM & FF,Full Funnel Advanced,1-Apr-25,30-May-25,8,59,4,Apr,May, 139 , -   , 139 , -   , -   , TRUE ,,,,76%,,,67%,67%,100%,21%,20.8%, -   , 0.20 , -   , 0.20 , 139.03 , 3.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Hand Body,Q10,Q10 Body,GL062,,Q10 Body Re-Launch,1,Digital,PM & FF,Full Funnel Advanced,1-Mar-25,30-May-25,13,90,3,Mar,May, 215 , 72 , 143 ,, -   , TRUE ,,,,79%,,,59%,59%,100%,30%,29.5%, 0.46 , 0.17 , 214.50 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Hand Body,Q10,Q10 Body,GL062,,Q10 Body Re-Launch,2,Digital,PM & FF,Full Funnel Advanced,1-Jul-25,31-Aug-25,9,61,7,Jul,Aug, 68 ,,, 68 ,, TRUE ,,, -   ,52%,,,59%,59%,100%,30%,29.5%, 0.46 , 0.17 , 67.53 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , -   , 1 ,
, ABP 2025 ,2025,CIST,Nivea,MENAT,Turkey,Sun,UV Face,UV Face,EM033,,,1,Digital,PM & FF,Full Funnel Advanced,1-May-25,30-Jun-25,9,60,5,May,Jun, 70 , -   , 70 , -   , -   , TRUE ,,,,52%,,,70%,70%,100%,100%,100.0%, -   , 0.33 , -   , 0.33 , 69.51 , 2.00 , No , 0.73 , 243.33 ," 1,476.77 ",  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Brazil,Body,Acne,Dermopure Body (Bacne),,,,1,Digital,PM & FF,PM Advanced,1-Mar-25,30-Sep-25,30,213,3,Mar,Sep, 974 , 80 , 655 , 239 ,, TRUE ,,,,,,,80%,80%,100%,69%,69.4%, -   , 0.20 , -   , 0.22 , 974.00 , 7.00 , No , 2.57 ," 1,687.20 "," 1,687.20 ",###############################################################################################################################################################################################################################################################, Brazil , Daniela Antonio , Brazil Derma , Rodrigo Fraga , 1.00 , 1.00 , 1.00 , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Brazil,Body,Acne,Dermopure Body (Bacne),,,,1,Digital,Influencers,Non PM,1-Apr-25,30-Jun-25,13,90,4,Apr,Jun, 149 ,, 149 ,,, TRUE ,,,,,,,9%,9%,100%,69%,69.4%, -   , 0.20 , -   , 0.22 , 149.00 , 7.00 , No , 2.57 ," 1,687.20 "," 1,687.20 ",###############################################################################################################################################################################################################################################################, Brazil , Daniela Antonio , Brazil Derma , Rodrigo Fraga , -   , 1.00 , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Brazil,Body,Anti Pigment,Globe,,,,1,Digital,PM & FF,PM Advanced,1-Feb-25,30-Apr-25,13,88,2,Feb,Apr, 372 , 248 , 124 ,,, TRUE ,,,,,,,100%,100%,100%,31%,30.6%, -   , 0.50 , -   , 0.22 , 372.00 , 4.00 , Yes , 0.50 ,  , 191.00 ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Brazil,Face,Anti Age,Epigenetics,,,,1,Digital,PM & FF,PM Advanced,1-Jan-25,30-May-25,21,149,1,Jan,May, 929 , 347 , 582 ,,, TRUE ,,,,,,,69%,69%,100%,63%,62.6%, -   , 0.10 , -   , 0.12 , 929.00 , 22.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Brazil,Face,Anti Age,Epigenetics,,,,2,Digital,PM & FF,PM Advanced,1-Aug-25,30-Oct-25,13,90,8,Aug,Oct, 96 ,,, 64 , 32 , TRUE ,,,,,,,69%,69%,100%,63%,62.6%, -   , 0.10 , -   , 0.12 , 96.00 , 22.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Brazil,Face,Anti Age,Epigenetics,,,,1,Digital,Influencers,Non PM,1-Jan-25,28-Feb-25,8,58,1,Jan,Feb, 186 , 186 ,,,, TRUE ,,,,,,,13%,13%,100%,63%,62.6%, -   , 0.10 , -   , 0.12 , 186.00 , 22.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Brazil,Face,Anti Age,Epigenetics,,,,2,Digital,Influencers,Non PM,1-Aug-25,30-Oct-25,13,90,8,Aug,Oct, 186 ,,, 124 , 62 , TRUE ,,,,,,,13%,13%,100%,63%,62.6%, -   , 0.10 , -   , 0.12 , 186.00 , 22.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Brazil,Face,Anti Pigment,Serum (Avengers),,,,1,Digital,PM & FF,PM Advanced,1-Mar-25,30-Sep-25,30,213,3,Mar,Sep, 782 , 53 , 296 , 433 , -   , TRUE ,,,,,,,82%,82%,100%,37%,37.4%, -   , 0.20 , -   , 0.12 , 782.00 , 5.00 , No , 1.90 ," 1,668.00 "," 1,668.00 ",###############################################################################################################################################################################################################################################################, Brazil , Daniela Antonio , Brazil Derma , Rodrigo Fraga , 1.00 , 1.00 , 1.00 , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Brazil,Face,Anti Pigment,Serum (Avengers),,,,1,Digital,Influencers,Non PM,1-Jun-25,30-Aug-25,13,90,6,Jun,Aug, 129 ,, 43 , 86 ,, TRUE ,,,,,,,8%,8%,100%,37%,37.4%, -   , 0.20 , -   , 0.12 , 129.00 , 5.00 , No , 1.90 ," 1,668.00 "," 1,668.00 ",###############################################################################################################################################################################################################################################################, Brazil , Daniela Antonio , Brazil Derma , Rodrigo Fraga , -   , 1.00 , 1.00 , -   , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Brazil,Sun,Sun,Hydro Fluid Tinted (Bacalar),,,,1,Digital,PM & FF,PM Advanced,1-Sep-25,30-Dec-25,17,120,9,Sep,Dec, 322 ,,, 15 , 307 , TRUE ,,,,,,,72%,72%,100%,5%,5.1%, -   , 0.20 , -   , 0.09 , 322.00 , 12.00 , No , 3.53 , 814.30 ," 1,821.72 ",###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , -   , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Brazil,Sun,Sun,Hydro Fluid Tinted (Bacalar),,,,1,Digital,Influencers,Non PM,1-Sep-25,30-Oct-25,8,59,9,Sep,Oct, 100 ,,, 50 , 50 , TRUE ,,,,,,,12%,12%,100%,5%,5.1%, -   , 0.20 , -   , 0.09 , 100.00 , 12.00 , No , 3.53 , 814.30 ," 1,821.72 ",###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , -   , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Centroamerica,Body,Aquaphor,Aquaphor Club Eucerin,,,,1,Digital,Influencers,Non PM,1-Jan-25,30-Dec-25,52,363,1,Jan,Dec, 26 , 8 , 6 , 6 , 6 , TRUE ,,,,,,,100%,100%,100%,9%,9.3%, 0.71 , 1.00 , 26.00 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Centroamerica,Body,Acne,Dermopure Body (Bacne),,,,1,Digital,PM & FF,PM Advanced,1-Apr-25,1-Jul-25,13,91,4,Apr,Jul, 136 ,, 102 , 34 ,, TRUE ,,,,,,,83%,83%,100%,58%,58.4%, -   , 0.50 , -   , 0.22 , 136.00 , 7.00 , No , 2.57 , 163.00 ," 1,687.20 ",###############################################################################################################################################################################################################################################################, Brazil , Daniela Antonio , Brazil Derma , Rodrigo Fraga , -   , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Centroamerica,Body,Acne,Dermopure Body (Bacne),,,,1,Digital,Influencers,Non PM,1-Apr-25,1-Jul-25,13,91,4,Apr,Jul, 27 ,, 21 , 6 ,, TRUE ,,,,,,,17%,17%,100%,58%,58.4%, -   , 0.50 , -   , 0.22 , 27.00 , 7.00 , No , 2.57 , 163.00 ," 1,687.20 ",###############################################################################################################################################################################################################################################################, Brazil , Daniela Antonio , Brazil Derma , Rodrigo Fraga , -   , 1.00 , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Centroamerica,Body,Anti Pigment,Globe,,,,1,Digital,PM & FF,PM Advanced,1-Jan-25,8-Feb-25,5,38,1,Jan,Feb, 90 , 90 ,,,, TRUE ,,,,,,,100%,100%,100%,32%,32.3%, -   , 1.00 , -   , 0.22 , 90.00 , 4.00 , Yes , 0.50 ,  , 191.00 ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Centroamerica,Face,Anti Age,Elasticity Motown,,,,1,Digital,PM & FF,PM Advanced,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar, 136 , 136 ,,,, TRUE ,,,,,,,83%,75%,90%,55%,61.4%, -   , 0.50 , -   , 0.12 , 136.00 , 5.00 , Yes , 2.00 ,  , 236.00 ,###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Centroamerica,Face,Anti Age,Elasticity Motown,,,,1,Digital,Influencers,Non PM,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar, 27 , 27 ,,,, TRUE ,,,,,,,17%,25%,90%,55%,61.4%, -   , 0.50 , -   , 0.12 , 27.00 , 5.00 , Yes , 2.00 ,  , 236.00 ,###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , 1.00 , -   , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Centroamerica,Face,Anti Age,Epigenetics,,,,1,Digital,Influencers,Non PM,1-Jan-25,8-Feb-25,5,38,1,Jan,Feb, 18 , 18 ,,,, TRUE ,,,,,,,100%,25%,10%,6%,61.4%, -   , 1.00 , -   , 0.12 , 18.00 , 25.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Centroamerica,Face,Anti Pigment,Hidden Spots,,,,1,Digital,PM & FF,PM Advanced,1-Aug-25,30-Oct-25,13,90,8,Aug,Oct, 57 ,,, 38 , 19 , TRUE ,,,,,,,75%,83%,67%,26%,38.6%, -   , 0.50 , -   , 0.12 , 57.00 , 5.00 , No , 1.60 , 76.00 ," 1,446.24 ",###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , -   , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Centroamerica,Face,Anti Pigment,Hidden Spots,,,,1,Digital,Influencers,Non PM,1-Aug-25,30-Oct-25,13,90,8,Aug,Oct, 19 ,,, 13 , 6 , TRUE ,,,,,,,25%,17%,67%,26%,38.6%, -   , 0.50 , -   , 0.12 , 19.00 , 5.00 , No , 1.60 , 76.00 ," 1,446.24 ",###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , -   , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Centroamerica,Face,Anti Pigment,Serum (Avengers),,,,1,Digital,PM & FF,PM Advanced,1-Jan-25,28-Feb-25,8,58,1,Jan,Feb, 38 , 38 ,,,, TRUE ,,,,,,,100%,83%,33%,13%,38.6%, -   , 1.00 , -   , 0.12 , 38.00 , 6.00 , Yes , 1.90 ,  ," 1,668.00 ",###############################################################################################################################################################################################################################################################, Brazil , Daniela Antonio , Brazil Derma , Rodrigo Fraga , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Centroamerica,Sun,Sun,Hydro Fluid Tinted (Bacalar),,,,1,Digital,PM & FF,PM Advanced,1-Nov-25,31-Dec-25,9,60,11,Nov,Dec, 136 ,,,, 136 , TRUE ,,,,,,,83%,83%,100%,100%,100.0%, -   , 0.50 , -   , 0.09 , 136.00 , 12.00 , No , 3.53 , 163.00 ," 1,821.72 ",###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , -   , -   , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Centroamerica,Sun,Sun,Hydro Fluid Tinted (Bacalar),,,,1,Digital,Influencers,Non PM,1-Nov-25,31-Dec-25,9,60,11,Nov,Dec, 27 ,,,, 27 , TRUE ,,,,,,,17%,17%,100%,100%,100.0%, -   , 0.50 , -   , 0.09 , 27.00 , 12.00 , No , 3.53 , 163.00 ," 1,821.72 ",###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , -   , -   , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Centroamerica,X-Cat,Brand (Institutional),Club Eucerin,,,,1,Digital,Influencers,Non PM,1-Jan-25,30-Dec-25,52,363,1,Jan,Dec, 26 , 8 , 6 , 6 , 6 , TRUE ,,,,,,,100%,100%,100%,100%,100.0%, 0.71 , 1.00 , 26.00 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Body,Aquaphor,Aquaphor,,,,1,Digital,Other Digital,Non PM,1-Mar-25,30-Apr-25,9,60,3,Mar,Apr, 70 , 35 , 35 ,,, TRUE ,,,,,,,59%,59%,100%,30%,30.5%, -   , 0.25 , -   , 0.22 , 70.00 , 3.00 , Yes , 0.50 ,  , 29.68 ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Body,Aquaphor,Aquaphor,,,,1,Digital,Other Digital,Non PM,1-Oct-25,30-Nov-25,9,60,10,Oct,Nov, 70 ,,, 35 , 35 , TRUE ,,,,,,,59%,59%,100%,30%,30.5%, -   , 0.25 , -   , 0.22 , 70.00 , 3.00 , Yes , 0.50 ,  , 29.68 ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Body,Aquaphor,Aquaphor,,,,1,Digital,Influencers,Non PM,1-Jan-25,30-Dec-25,52,363,1,Jan,Dec, 52 , 13 , 13 , 9 , 17 , TRUE ,,,,,,,22%,22%,100%,30%,30.5%, -   , 0.25 , -   , 0.22 , 52.00 , 3.00 , Yes , 0.50 ,  , 29.68 ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Body,Atopi,Atopi,,,,1,Digital,Influencers,Non PM,1-Jan-25,30-Dec-25,52,363,1,Jan,Dec, 40 , 9 , 9 , 11 , 11 , TRUE ,,,,,,,100%,100%,100%,5%,5.1%, -   , 1.00 , -   , 0.22 , 40.00 , 1.00 , Yes , 1.00 ,  , 14.84 ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Body,Acne,Dermopure Body (Bacne),,,,1,Digital,PM & FF,PM Advanced,1-Mar-25,30-Oct-25,35,243,3,Mar,Oct, 246 , 36 , 107 , 69 , 34 , TRUE ,,,,,,,43%,78%,100%,74%,40.1%, -   , 0.25 , -   , 0.22 , 246.00 , 7.00 , Yes , 2.57 ,  ," 1,687.20 ",###############################################################################################################################################################################################################################################################, Brazil , Daniela Antonio , Brazil Derma , Rodrigo Fraga , 1.00 , 1.00 , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Body,Acne,Dermopure Body (Bacne),,,,1,Digital,Influencers,Non PM,1-Jan-25,30-Dec-25,52,363,1,Jan,Dec, 68 , 15 , 21 , 18 , 14 , TRUE ,,,,,,,12%,22%,100%,74%,40.1%, -   , 0.25 , -   , 0.22 , 68.00 , 7.00 , Yes , 2.57 ,  ," 1,687.20 ",###############################################################################################################################################################################################################################################################, Brazil , Daniela Antonio , Brazil Derma , Rodrigo Fraga , 1.00 , 1.00 , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Body,Anti Pigment,Globe,,,,1,Digital,PM & FF,PM Advanced,1-May-25,30-Jun-25,9,60,5,May,Jun, 92 ,, 92 ,,, TRUE ,,,,,,,100%,100%,100%,24%,24.4%, -   , 0.50 , -   , 0.22 , 92.00 , 4.00 , No , 0.50 , 191.00 , 191.00 ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Face,Anti Age,Elasticity Motown,,,,1,Digital,Other Digital,Non PM,1-Jun-25,30-Jul-25,8,59,6,Jun,Jul, 82 ,, 41 , 41 ,, TRUE ,,,,,,,65%,4%,6%,4%,64.0%, -   , 0.50 , -   , 0.12 , 82.00 , 5.00 , Yes , 2.00 ,  , 236.00 ,###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , 1.00 , 1.00 , -   , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Face,Anti Age,Elasticity Motown,,,,1,Digital,Influencers,Non PM,1-Jan-25,30-Dec-25,52,363,1,Jan,Dec, 44 , 7 , 19 , 9 , 9 , TRUE ,,,,,,,35%,12%,6%,4%,64.0%, -   , 0.50 , -   , 0.12 , 44.00 , 5.00 , Yes , 2.00 ,  , 236.00 ,###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , 1.00 , 1.00 , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Face,Anti Age,Epigenetics,,,,1,Digital,PM & FF,PM Advanced,1-Jan-25,30-Apr-25,17,119,1,Jan,Apr, 204 , 153 , 51 ,,, TRUE ,,,,,,,55%,71%,94%,83%,64.0%, -   , 0.20 , -   , 0.12 , 204.00 , 23.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Face,Anti Age,Epigenetics,,,,2,Digital,PM & FF,PM Advanced,1-Sep-25,30-Nov-25,13,90,9,Sep,Nov, 153 ,,, 51 , 102 , TRUE ,,,,,,,55%,71%,94%,83%,64.0%, -   , 0.20 , -   , 0.12 , 153.00 , 23.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Face,Anti Age,Epigenetics,,,,1,Digital,Influencers,Non PM,1-Jan-25,30-Dec-25,52,363,1,Jan,Dec, 205 , 57 , 49 , 47 , 52 , TRUE ,,,,,,,8%,12%,94%,83%,64.0%, -   , 0.20 , -   , 0.12 , 205.00 , 23.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Face,Anti Pigment,Hidden Spots,,,,1,Digital,PM & FF,PM Advanced,1-Sep-25,30-Nov-25,13,90,9,Sep,Nov, 138 ,,, 46 , 92 , TRUE ,,,,,,,62%,73%,27%,7%,25.3%, -   , 0.50 , -   , 0.12 , 138.00 , 5.00 , Yes , 1.60 ,  ," 1,446.24 ",###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , -   , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Face,Anti Pigment,Hidden Spots,,,,1,Digital,Influencers,Non PM,1-Jan-25,30-Dec-25,52,363,1,Jan,Dec, 84 , 16 , 30 , 15 , 23 , TRUE ,,,,,,,38%,10%,27%,7%,25.3%, -   , 0.50 , -   , 0.12 , 84.00 , 5.00 , Yes , 1.60 ,  ," 1,446.24 ",###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , 1.00 , 1.00 , 1.00 , 1.00 , 4 ,
